,RECIPE,RECIPE_LINK
620,ALOO MATAR RASEDAAR,https://food.ndtv.com/recipe-aloo-matar-rasedaar-219523
621,TOFU PHALI,https://food.ndtv.com/recipe-tofu-phali-219487
622,PAANI POORI,https://food.ndtv.com/recipe-paani-poori-219439
623,METHI PARATHA,https://food.ndtv.com/recipe-methi-paratha-219421
624,KILANJI,https://food.ndtv.com/recipe-kilanji-219320
625,MASALA DOSA,https://food.ndtv.com/recipe-masala-dosa-219232
626,BAJRE KA THEPLA,https://food.ndtv.com/recipe-bajre-ka-thepla-219229
627,PANEER TIKKA KATHI ROLL,https://food.ndtv.com/recipe-paneer-tikka-kathi-roll-219223
628,MURGH LAHORI KADHAI,https://food.ndtv.com/recipe-murgh-lahori-kadhai-219092
629,VRATWALE KHATTE MEETHE ALOO,https://food.ndtv.com/recipe-vratwale-khatte-meethe-aloo-219024
630,GUJIYA,https://food.ndtv.com/recipe-gujiya-218891
631,PISTA-ALMOND BARFI,https://food.ndtv.com/recipe-pista-almond-barfi-218885
632,BESAN KE LADOO (LADDU),https://food.ndtv.com/recipe-besan-ke-ladoo-laddu-218805
633,PETHA,https://food.ndtv.com/recipe-petha-218806
634,SAMBAR MASALA,https://food.ndtv.com/recipe-sambar-masala-218687
635,BOONDI KE LADOO (LADDU),https://food.ndtv.com/recipe-boondi-ke-ladoo-laddu-218557
636,THENGA CHORU (COCONUT RICE),https://food.ndtv.com/recipe-thenga-choru-coconut-rice-218371
637,PEANUT CHIKKI,https://food.ndtv.com/recipe-peanut-chikki-218367
638,PAAL PAYASAM,https://food.ndtv.com/recipe-paal-payasam-218352
639,MAWA MISRI,https://food.ndtv.com/recipe-mawa-misri-218347
640,HYDERABADI MIRCHI KA SALAN,https://food.ndtv.com/recipe-hyderabadi-mirchi-ka-salan-218348
641,MISHTI DOI,https://food.ndtv.com/recipe-mishti-doi-218349
642,RASAM,https://food.ndtv.com/recipe-rasam-218325
643,BEBINCA,https://food.ndtv.com/recipe-bebinca-218328
644,ALOO JEERA,https://food.ndtv.com/recipe-aloo-jeera-218322
645,CHOLIA HALWA,https://food.ndtv.com/recipe-cholia-halwa-218281
646,SHREEKHAND,https://food.ndtv.com/recipe-shreekhand-218110
647,SARSON KA SAAG AUR MAKKI KI ROTI,https://food.ndtv.com/recipe-sarson-ka-saag-aur-makki-ki-roti-218092
648,RAVA LADOO (LADDU),https://food.ndtv.com/recipe-rava-ladoo-laddu-218070
649,RAJ KACHORI,https://food.ndtv.com/recipe-raj-kachori-218068
650,MODAK,https://food.ndtv.com/recipe-modak-217982
651,MILK CAKE,https://food.ndtv.com/recipe-milk-cake-217975
652,CHICKEN BIRYANI WITH COCONUT MILK,https://food.ndtv.com/recipe-chicken-biryani-with-coconut-milk-211697
653,MALWANI CHICKEN SUKKA,https://food.ndtv.com/recipe-malwani-chicken-sukka-186270
654,TRIO OF KULFIS,https://food.ndtv.com/recipe-trio-of-kulfis-185473
655,ZEERA ALOO PALAK WITH LASAN CHUTNEY,https://food.ndtv.com/recipe-zeera-aloo-palak-with-lasan-chutney-180243
656,MALAI KI KHEER,https://food.ndtv.com/recipe-malai-ki-kheer-180232
657,GAJAR HALWA SUNEHRI STYLE,https://food.ndtv.com/recipe-gajar-halwa-sunehri-style-178266
658,SPICY CHICKEN,https://food.ndtv.com/recipe-spicy-chicken-176536
659,"NARIYAL AND SOYA PANEER VADA, THAYIR SADAM AND TOMATO CHUTNEY",https://food.ndtv.com/recipe-nariyal-and-soya-paneer-vada-thayir-sadam-and-tomato-chutney-175807
660,GUILT FREE GALOUTI KEBAB,https://food.ndtv.com/recipe-guilt-free-galouti-kebab-165781
661,BREAD RASMALAI,https://food.ndtv.com/recipe-bread-rasmalai-154083
662,CABBAGE PORRIYAL,https://food.ndtv.com/recipe-cabbage-porriyal-154080
663,PISTA KULFI,https://food.ndtv.com/recipe-pista-kulfi-106811
664,NARKEL NARU,https://food.ndtv.com/recipe-narkel-naru-106804
665,PANEER MALPUA,https://food.ndtv.com/recipe-paneer-malpua-106799
666,SANDESH,https://food.ndtv.com/recipe-sandesh-106796
667,CHICKEN MASALA,https://food.ndtv.com/recipe-chicken-masala-106782
668,CALICUT CHICKEN BIRYANI,https://food.ndtv.com/recipe-calicut-chicken-biryani-106766
669,MIRCHI KA SALAN,https://food.ndtv.com/recipe-mirchi-ka-salan-106640
670,SUJI KA HALWA,https://food.ndtv.com/recipe-sooji-ka-halwa-100564
671,KALAKAND,https://food.ndtv.com/recipe-kalakand-100561
672,MICROWAVE GAJAR KA HALWA,https://food.ndtv.com/recipe-condensed-milk-gajar-ka-halwa-100552
673,NIHARI GOSHT,https://food.ndtv.com/recipe-nihari-gosht-100549
674,RICE KHEER,https://food.ndtv.com/recipe-kheer-100537
675,PINEAPPLE HALWA,https://food.ndtv.com/recipe-pineapple-halwa-100534
676,KHICHDO,https://food.ndtv.com/recipe-khichdo-100533
677,KIWAAMEE SEVAIN,https://food.ndtv.com/recipe-kiwaamee-sevain-100525
678,MUTTON KORMA,https://food.ndtv.com/recipe-mutton-korma-100521
679,DAHI KE KEBAB,https://food.ndtv.com/recipe-dahi-ke-kebab-100502
680,NAMAK PARE,https://food.ndtv.com/recipe-namak-pare-100495
681,LOW FAT MAKHANA KHEER,https://food.ndtv.com/recipe-low-fat-makhana-kheer-100492
682,KUTTU KA DOSA,https://food.ndtv.com/recipe-kuttu-ka-dosa-100490
683,KAJU KI BARFI,https://food.ndtv.com/recipe-kaju-ki-barfee-100483
684,GULAB JAMUN,https://food.ndtv.com/recipe-gulab-jamun-100479
685,MASALA BHINDI,https://food.ndtv.com/recipe-masala-bhindi-100468
686,BESAN KI BARFI,https://food.ndtv.com/recipe-besan-ki-barfi-100465
687,CHATPATA PANEER,https://food.ndtv.com/recipe-chatpata-paneer-100467
688,EGG BIRYANI,https://food.ndtv.com/recipe-egg-biryani-100462
689,MYSORE MASALA DOSA,https://food.ndtv.com/recipe-mysore-masala-dosa-100409
690,FISH BIRYANI,https://food.ndtv.com/recipe-fish-biryani-100404
691,MUTTON KOFTA,https://food.ndtv.com/recipe-mutton-kofta-100384
692,GULGULE,https://food.ndtv.com/recipe-gulgule-99176
693,ONION KULCHA,https://food.ndtv.com/recipe-onion-kulcha-99145
694,STUFFED FARSI PURI,https://food.ndtv.com/recipe-stuffed-farsi-puri-99108
695,ROOMALI ROTI,https://food.ndtv.com/recipe-roomali-roti-99102
696,MURGH DO PYAAZA,https://food.ndtv.com/recipe-murgh-do-pyaaza-99090
697,MOTI ROTI,https://food.ndtv.com/recipe-moti-roti-99075
698,VEGETABLE CHOPSUEY,https://food.ndtv.com/recipe-vegetable-chopsuey-99072
699,SPICY PAV BHAJI,https://food.ndtv.com/recipe-spicy-pav-bhaji-99058
700,KALE CHANNE KI CHAAT,https://food.ndtv.com/recipe-kale-channe-ki-chaat-99051
701,ATTA BISCUITS,https://food.ndtv.com/recipe-atta-biscuits-99028
702,TANDOORI CHICKEN STICKS,https://food.ndtv.com/recipe-tandoori-chicken-sticks-98990
703,KARELE AUR BAINGAN KI SABZI,https://food.ndtv.com/recipe-karele-aur-baingan-ki-sabzi-98980
704,KHILLI HUI KHICHDI,https://food.ndtv.com/recipe-khilli-hui-khichdi-98973
705,BATATA PATTICE,https://food.ndtv.com/recipe-batata-pattice-98958
706,FRANS BEAN NARIYAL WALI,https://food.ndtv.com/recipe-frans-bean-nariyal-wali-98961
707,SHAHI PANEER,https://food.ndtv.com/recipe-shahi-paneer-98946
708,MICROWAVE SAMBAR,https://food.ndtv.com/recipe-microwave-sambar-98928
709,ALOO KA PARATHA,https://food.ndtv.com/recipe-aloo-ka-paratha-98929
710,MICROWAVE MACHCHLI LAL MASALA,https://food.ndtv.com/recipe-microwave-machchli-lal-masala-98921
711,PANEER JALFREZI,https://food.ndtv.com/recipe-paneer-jalfrezi-98918
712,MICROWAVE CHICKEN BIRYANI,https://food.ndtv.com/recipe-microwave-chicken-biryani-98914
713,VEGETABLE JALFREZI,https://food.ndtv.com/recipe-vegetable-jalfrezi-98894
714,BARBECUE FISH TIKKA,https://food.ndtv.com/recipe-barbecue-fish-tikka-98881
715,KAKORI KEBAB,https://food.ndtv.com/recipe-kakori-kebab-98878
716,ROAST CHICKEN,https://food.ndtv.com/recipe-roast-chicken-98877
717,PURI,https://food.ndtv.com/recipe-puri-98873
718,LUCHI,https://food.ndtv.com/recipe-luchi-98868
719,MANGO LASSI,https://food.ndtv.com/recipe-mango-lassi-98869
720,KUTTU KA PARATHA,https://food.ndtv.com/recipe-kuttu-ka-paratha-98863
721,KULCHA,https://food.ndtv.com/recipe-kulcha-98865
722,KHAMIRI ROTI,https://food.ndtv.com/recipe-khamiri-roti-98866
723,LACHCHA PARATHA,https://food.ndtv.com/recipe-lachcha-paratha-98859
724,BAJRE KI ROTI/BHAKRI,https://food.ndtv.com/recipe-bajre-ki-roti-bhakri-98860
725,NAGORI PURI,https://food.ndtv.com/recipe-nagori-puri-98861
726,BAQARKHANI ROTI,https://food.ndtv.com/recipe-baqarkhani-roti-98862
727,PAAV,https://food.ndtv.com/recipe-paav-98857
728,GOBHI KA PARATHA,https://food.ndtv.com/recipe-gobhi-ka-paratha-98858
729,SHEERMAL,https://food.ndtv.com/recipe-sheermal-98852
730,MALABARI PAROTTA,https://food.ndtv.com/recipe-malabari-parotta-98853
731,CHAPATI,https://food.ndtv.com/recipe-chapati-98855
732,PARAT-WALA PARATHA,https://food.ndtv.com/recipe-parat-wala-paratha-98848
733,DABELI,https://food.ndtv.com/recipe-dabeli-98849
734,MASALA PURI,https://food.ndtv.com/recipe-masala-puri-98850
735,CHOORIE KA PARATHA,https://food.ndtv.com/recipe-choorie-ka-paratha-98851
736,MATAR KA PARATHA,https://food.ndtv.com/recipe-matar-ka-paratha-98845
737,BABRU,https://food.ndtv.com/recipe-babru-98846
738,METHI KA THEPLA,https://food.ndtv.com/recipe-methi-ka-thepla-98847
739,NAAN,https://food.ndtv.com/recipe-naan-98842
740,SAADA PARATHA,https://food.ndtv.com/recipe-saada-paratha-98843
741,MUGHLAI PARATHA,https://food.ndtv.com/recipe-mughlai-paratha-98844
742,VARKI PARATHA,https://food.ndtv.com/recipe-varki-paratha-98839
743,BIRAIEE ROTI,https://food.ndtv.com/recipe-biraiee-roti-98840
744,MAKKI KA PARATHA ALOOWALA,https://food.ndtv.com/recipe-makki-ka-paratha-aloowala-98833
745,MIXED VEGETABLE PARATHA,https://food.ndtv.com/recipe-mixed-vegetable-paratha-98832
746,SHRIKHAND,https://food.ndtv.com/recipe-shrikhand-98801
747,DAL KA PARATHA,https://food.ndtv.com/recipe-dal-ka-paratha-98755
748,SOYA THANDAI,https://food.ndtv.com/recipe-soya-thandai-98751
749,TOFU KOFTA,https://food.ndtv.com/recipe-tofu-kofta-98746
750,KOLHAPURI CHICKEN,https://food.ndtv.com/recipe-kolhapuri-chicken-98737
751,KADHAI MURGH,https://food.ndtv.com/recipe-kadhai-murgh-98727
752,GUR KI ROTI,https://food.ndtv.com/recipe-gur-ki-roti-98728
753,STRAWBERRY MILKSHAKE,https://food.ndtv.com/recipe-strawberry-milkshake-98721
754,MUSHROOM POTATO ROLLS,https://food.ndtv.com/recipe-mushroom-potato-rolls-98722
755,LEHSUNI MURG,https://food.ndtv.com/recipe-lehsuni-murg-98724
756,CHICKEN SATAY WITH PEANUT SAUCE,https://food.ndtv.com/recipe-chicken-satay-with-peanut-sauce-98712
757,KHASTA ROTI,https://food.ndtv.com/recipe-khasta-roti-98704
758,KEEMA SAMOSA WITH YOGURT DIP,https://food.ndtv.com/recipe-keema-samosa-with-yogurt-dip-98694
